GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JQLE001,NAME_M,JQLM001
"G0500370","2006-2010","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",331100400,"Cross County, Arkansas",16657954
"G0500390","2006-2010","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",136261400,"Dallas County, Arkansas",13969188
"G0500410","2006-2010","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",234736400,"Desha County, Arkansas",18688516
"G0500430","2006-2010","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",350576000,"Drew County, Arkansas",23508054
"G0500450","2006-2010","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",2472190800,"Faulkner County, Arkansas",86016918
"G0500470","2006-2010","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",327353600,"Franklin County, Arkansas",24738907
"G0500490","2006-2010","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",209292000,"Fulton County, Arkansas",17514305
"G0500510","2006-2010","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",2171251200,"Garland County, Arkansas",81505290
"G0500530","2006-2010","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",392502200,"Grant County, Arkansas",22086841
"G0500550","2006-2010","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",753001700,"Greene County, Arkansas",28080851
"G0500570","2006-2010","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",390729000,"Hempstead County, Arkansas",23542420
"G0500590","2006-2010","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",596191000,"Hot Spring County, Arkansas",27376892
"G0500610","2006-2010","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",250973400,"Howard County, Arkansas",27735247
"G0500630","2006-2010","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",716721300,"Independence County, Arkansas",38642302
"G0500650","2006-2010","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,,"Izard County, Arkansas",241863600,"Izard County, Arkansas",15551943
"G0500670","2006-2010","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,,"Jackson County, Arkansas",267947800,"Jackson County, Arkansas",19514069
"G0500690","2006-2010","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,,"Jefferson County, Arkansas",1465453800,"Jefferson County, Arkansas",67047332
"G0500710","2006-2010","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,,"Johnson County, Arkansas",426474000,"Johnson County, Arkansas",24160476
"G0500730","2006-2010","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,,"Lafayette County, Arkansas",137416700,"Lafayette County, Arkansas",13143216
"G0500750","2006-2010","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,,"Lawrence County, Arkansas",263007900,"Lawrence County, Arkansas",13905071
"G0500770","2006-2010","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,,"Lee County, Arkansas",140317900,"Lee County, Arkansas",13293756
"G0500790","2006-2010","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,,"Lincoln County, Arkansas",213387100,"Lincoln County, Arkansas",22768709
"G0500810","2006-2010","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,,"Little River County, Arkansas",247226200,"Little River County, Arkansas",16797332
"G0500830","2006-2010","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,,"Logan County, Arkansas",431755500,"Logan County, Arkansas",20813199
"G0500850","2006-2010","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,,"Lonoke County, Arkansas",1479731500,"Lonoke County, Arkansas",41065694
"G0500870","2006-2010","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,,"Madison County, Arkansas",288594700,"Madison County, Arkansas",27673998
"G0500890","2006-2010","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,,"Marion County, Arkansas",327726500,"Marion County, Arkansas",26588079
"G0500910","2006-2010","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,,"Miller County, Arkansas",846085900,"Miller County, Arkansas",38554779
"G0500930","2006-2010","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,,"Mississippi County, Arkansas",830320000,"Mississippi County, Arkansas",40725221
"G0500950","2006-2010","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,,"Monroe County, Arkansas",145075000,"Monroe County, Arkansas",12205818
"G0500970","2006-2010","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,,"Montgomery County, Arkansas",189892300,"Montgomery County, Arkansas",33742750
"G0500990","2006-2010","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,,"Nevada County, Arkansas",192311300,"Nevada County, Arkansas",24300006
"G0501010","2006-2010","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101",,,"Newton County, Arkansas",133501000,"Newton County, Arkansas",10699655
"G0501030","2006-2010","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103",,,"Ouachita County, Arkansas",479691600,"Ouachita County, Arkansas",19996704
"G0501050","2006-2010","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105",,,"Perry County, Arkansas",207076900,"Perry County, Arkansas",12890388
"G0501070","2006-2010","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107",,,"Phillips County, Arkansas",341653200,"Phillips County, Arkansas",22507262
"G0501090","2006-2010","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109",,,"Pike County, Arkansas",204523300,"Pike County, Arkansas",17484234
"G0501110","2006-2010","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111",,,"Poinsett County, Arkansas",410680700,"Poinsett County, Arkansas",17818184
"G0501130","2006-2010","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113",,,"Polk County, Arkansas",346543500,"Polk County, Arkansas",16374989
"G0501150","2006-2010","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115",,,"Pope County, Arkansas",1190641700,"Pope County, Arkansas",43235503
"G0501170","2006-2010","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117",,,"Prairie County, Arkansas",160289100,"Prairie County, Arkansas",10031081
"G0501190","2006-2010","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119",,,"Pulaski County, Arkansas",10240217500,"Pulaski County, Arkansas",190404845
"G0501210","2006-2010","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121",,,"Randolph County, Arkansas",338438300,"Randolph County, Arkansas",27830963
"G0501230","2006-2010","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123",,,"St. Francis County, Arkansas",387544000,"St. Francis County, Arkansas",22144775
"G0501250","2006-2010","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125",,,"Saline County, Arkansas",2518310000,"Saline County, Arkansas",55467435
"G0501270","2006-2010","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127",,,"Scott County, Arkansas",198342000,"Scott County, Arkansas",17027297
"G0501290","2006-2010","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129",,,"Searcy County, Arkansas",125854900,"Searcy County, Arkansas",9134668
"G0501310","2006-2010","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131",,,"Sebastian County, Arkansas",2759840600,"Sebastian County, Arkansas",90681119
"G0501330","2006-2010","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133",,,"Sevier County, Arkansas",259361400,"Sevier County, Arkansas",17733133
"G0501350","2006-2010","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135",,,"Sharp County, Arkansas",288854300,"Sharp County, Arkansas",15033331
"G0501370","2006-2010","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137",,,"Stone County, Arkansas",198239000,"Stone County, Arkansas",16636570
"G0501390","2006-2010","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139",,,"Union County, Arkansas",862437400,"Union County, Arkansas",40360721
"G0501410","2006-2010","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141",,,"Van Buren County, Arkansas",310242000,"Van Buren County, Arkansas",19918871
"G0501430","2006-2010","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143",,,"Washington County, Arkansas",4421330600,"Washington County, Arkansas",91713100
"G0501450","2006-2010","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145",,,"White County, Arkansas",1566564600,"White County, Arkansas",72022374
"G0501470","2006-2010","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147",,,"Woodruff County, Arkansas",137674500,"Woodruff County, Arkansas",14327921
"G0501490","2006-2010","AR",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05149",,,"Yell County, Arkansas",357876000,"Yell County, Arkansas",17458376
"G0600010","2006-2010","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06001",,,"Alameda County, California",50193883100,"Alameda County, California",420682646
"G0600030","2006-2010","CA",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06003",,,"Alpine County, California",37819100,"Alpine County, California",8705291
"G0600050","2006-2010","CA",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06005",,,"Amador County, California",1009106500,"Amador County, California",52885417
"G0600070","2006-2010","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06007",,,"Butte County, California",5116825500,"Butte County, California",97465430
"G0600090","2006-2010","CA",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06009",,,"Calaveras County, California",1306603000,"Calaveras County, California",56023562
"G0600110","2006-2010","CA",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06011",,,"Colusa County, California",451172600,"Colusa County, California",26148415
"G0600130","2006-2010","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06013",,,"Contra Costa County, California",38755719800,"Contra Costa County, California",450035872
"G0600150","2006-2010","CA",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06015",,,"Del Norte County, California",540208400,"Del Norte County, California",40820264
"G0600170","2006-2010","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06017",,,"El Dorado County, California",6158233600,"El Dorado County, California",137073636
"G0600190","2006-2010","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06019",,,"Fresno County, California",18475190800,"Fresno County, California",211551248
"G0600210","2006-2010","CA",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06021",,,"Glenn County, California",558333000,"Glenn County, California",30548869
"G0600230","2006-2010","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06023",,,"Humboldt County, California",3196682800,"Humboldt County, California",130619216
"G0600250","2006-2010","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06025",,,"Imperial County, California",2755139300,"Imperial County, California",87467327
"G0600270","2006-2010","CA",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06027",,,"Inyo County, California",493339800,"Inyo County, California",21419057
"G0600290","2006-2010","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06029",,,"Kern County, California",16395632400,"Kern County, California",211958756
"G0600310","2006-2010","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06031",,,"Kings County, California",2701362300,"Kings County, California",73367304
"G0600330","2006-2010","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06033",,,"Lake County, California",1385961800,"Lake County, California",50054532
"G0600350","2006-2010","CA",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06035",,,"Lassen County, California",693062800,"Lassen County, California",48388358
"G0600370","2006-2010","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06037",,,"Los Angeles County, California",266826890400,"Los Angeles County, California",1221399278
"G0600390","2006-2010","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06039",,,"Madera County, California",2766203000,"Madera County, California",91796432
"G0600410","2006-2010","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06041",,,"Marin County, California",13409576500,"Marin County, California",302728140
"G0600430","2006-2010","CA",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06043",,,"Mariposa County, California",494994700,"Mariposa County, California",35826222
"G0600450","2006-2010","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06045",,,"Mendocino County, California",2043430800,"Mendocino County, California",63881731
"G0600470","2006-2010","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06047",,,"Merced County, California",4522741400,"Merced County, California",113321743
"G0600490","2006-2010","CA",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06049",,,"Modoc County, California",197251900,"Modoc County, California",13688234
"G0600510","2006-2010","CA",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06051",,,"Mono County, California",379897300,"Mono County, California",38144217
"G0600530","2006-2010","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06053",,,"Monterey County, California",10502116600,"Monterey County, California",287675484
"G0600550","2006-2010","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06055",,,"Napa County, California",4599235200,"Napa County, California",145751118
"G0600570","2006-2010","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06057",,,"Nevada County, California",3016973000,"Nevada County, California",89330153
"G0600590","2006-2010","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06059",,,"Orange County, California",100878401000,"Orange County, California",708203701
"G0600610","2006-2010","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06061",,,"Placer County, California",12005616300,"Placer County, California",178572087
"G0600630","2006-2010","CA",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06063",,,"Plumas County, California",585892800,"Plumas County, California",41058256
"G0600650","2006-2010","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06065",,,"Riverside County, California",51536516200,"Riverside County, California",413185406
"G0600670","2006-2010","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06067",,,"Sacramento County, California",37602880200,"Sacramento County, California",321769828
"G0600690","2006-2010","CA",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06069",,,"San Benito County, California",1389991600,"San Benito County, California",85169685
"G0600710","2006-2010","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06071",,,"San Bernardino County, California",43850528400,"San Bernardino County, California",310536314
"G0600730","2006-2010","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06073",,,"San Diego County, California",92835668700,"San Diego County, California",584369122
"G0600750","2006-2010","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06075",,,"San Francisco County, California",35890053000,"San Francisco County, California",431977168
"G0600770","2006-2010","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06077",,,"San Joaquin County, California",15392474100,"San Joaquin County, California",227799573
"G0600790","2006-2010","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06079",,,"San Luis Obispo County, California",7911408700,"San Luis Obispo County, California",159188906
"G0600810","2006-2010","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06081",,,"San Mateo County, California",30960479200,"San Mateo County, California",379722110
"G0600830","2006-2010","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06083",,,"Santa Barbara County, California",12369547100,"Santa Barbara County, California",245934610
"G0600850","2006-2010","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06085",,,"Santa Clara County, California",69234202800,"Santa Clara County, California",654426749
"G0600870","2006-2010","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06087",,,"Santa Cruz County, California",8442302900,"Santa Cruz County, California",180107435
"G0600890","2006-2010","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06089",,,"Shasta County, California",4205455200,"Shasta County, California",110095251
"G0600910","2006-2010","CA",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06091",,,"Sierra County, California",92189800,"Sierra County, California",9837993
"G0600930","2006-2010","CA",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06093",,,"Siskiyou County, California",991187500,"Siskiyou County, California",46787408
"G0600950","2006-2010","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06095",,,"Solano County, California",11747497100,"Solano County, California",160490799
"G0600970","2006-2010","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06097",,,"Sonoma County, California",15452627700,"Sonoma County, California",206943078
"G0600990","2006-2010","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US06099",,,"Stanislaus County, California",11245584600,"Stanislaus County, California",207575133
